,Date,Price,Category,Item
1047,08-11-2020,99.4,"Coffee, tea and cocoa",Flavoured tea
1048,15-11-2020,99.3,"Coffee, tea and cocoa",Flavoured tea
1049,22-11-2020,99,"Coffee, tea and cocoa",Flavoured tea
1050,29-11-2020,99,"Coffee, tea and cocoa",Flavoured tea
1051,06-12-2020,99.4,"Coffee, tea and cocoa",Flavoured tea
1052,13-12-2020,100.6,"Coffee, tea and cocoa",Flavoured tea
1053,20-12-2020,101,"Coffee, tea and cocoa",Flavoured tea
1054,27-12-2020,101.4,"Coffee, tea and cocoa",Flavoured tea
1055,03-01-2021,99.6,"Coffee, tea and cocoa",Flavoured tea
1056,10-01-2021,97.2,"Coffee, tea and cocoa",Flavoured tea
1057,17-01-2021,97.2,"Coffee, tea and cocoa",Flavoured tea
1058,24-01-2021,97.5,"Coffee, tea and cocoa",Flavoured tea
1059,31-01-2021,97.3,"Coffee, tea and cocoa",Flavoured tea
1060,07-02-2021,98.1,"Coffee, tea and cocoa",Flavoured tea
1061,14-02-2021,96.9,"Coffee, tea and cocoa",Flavoured tea
1062,21-02-2021,98.2,"Coffee, tea and cocoa",Flavoured tea
1063,28-02-2021,99,"Coffee, tea and cocoa",Flavoured tea
1064,07-03-2021,100.9,"Coffee, tea and cocoa",Flavoured tea
1065,14-03-2021,99.9,"Coffee, tea and cocoa",Flavoured tea
1066,07-06-2020,100,"Coffee, tea and cocoa",Hot chocolate drink
1067,14-06-2020,100,"Coffee, tea and cocoa",Hot chocolate drink
1068,21-06-2020,99.3,"Coffee, tea and cocoa",Hot chocolate drink
1069,28-06-2020,99.2,"Coffee, tea and cocoa",Hot chocolate drink
1070,05-07-2020,99.7,"Coffee, tea and cocoa",Hot chocolate drink
1071,12-07-2020,100.2,"Coffee, tea and cocoa",Hot chocolate drink
1072,19-07-2020,100.2,"Coffee, tea and cocoa",Hot chocolate drink
1073,26-07-2020,100.2,"Coffee, tea and cocoa",Hot chocolate drink
1074,02-08-2020,99.5,"Coffee, tea and cocoa",Hot chocolate drink
1075,09-08-2020,99.3,"Coffee, tea and cocoa",Hot chocolate drink
1076,16-08-2020,99.8,"Coffee, tea and cocoa",Hot chocolate drink
1077,23-08-2020,100.5,"Coffee, tea and cocoa",Hot chocolate drink
1078,30-08-2020,99.2,"Coffee, tea and cocoa",Hot chocolate drink
1079,06-09-2020,97.2,"Coffee, tea and cocoa",Hot chocolate drink
1080,13-09-2020,95.7,"Coffee, tea and cocoa",Hot chocolate drink
1081,20-09-2020,93,"Coffee, tea and cocoa",Hot chocolate drink
1082,27-09-2020,94.1,"Coffee, tea and cocoa",Hot chocolate drink
1083,04-10-2020,95.9,"Coffee, tea and cocoa",Hot chocolate drink
1084,11-10-2020,97.1,"Coffee, tea and cocoa",Hot chocolate drink
1085,18-10-2020,96.7,"Coffee, tea and cocoa",Hot chocolate drink
1086,25-10-2020,96.6,"Coffee, tea and cocoa",Hot chocolate drink
1087,01-11-2020,97,"Coffee, tea and cocoa",Hot chocolate drink
1088,08-11-2020,95.2,"Coffee, tea and cocoa",Hot chocolate drink
1089,15-11-2020,94.5,"Coffee, tea and cocoa",Hot chocolate drink
1090,22-11-2020,95.2,"Coffee, tea and cocoa",Hot chocolate drink
1091,29-11-2020,95.8,"Coffee, tea and cocoa",Hot chocolate drink
1092,06-12-2020,95.7,"Coffee, tea and cocoa",Hot chocolate drink
1093,13-12-2020,96,"Coffee, tea and cocoa",Hot chocolate drink
1094,20-12-2020,96.1,"Coffee, tea and cocoa",Hot chocolate drink
1095,27-12-2020,96.4,"Coffee, tea and cocoa",Hot chocolate drink
1096,03-01-2021,96.5,"Coffee, tea and cocoa",Hot chocolate drink
1097,10-01-2021,96.9,"Coffee, tea and cocoa",Hot chocolate drink
1098,17-01-2021,97,"Coffee, tea and cocoa",Hot chocolate drink
1099,24-01-2021,97.5,"Coffee, tea and cocoa",Hot chocolate drink
1100,31-01-2021,95.8,"Coffee, tea and cocoa",Hot chocolate drink
1101,07-02-2021,96.7,"Coffee, tea and cocoa",Hot chocolate drink
1102,14-02-2021,95.9,"Coffee, tea and cocoa",Hot chocolate drink
1103,21-02-2021,97,"Coffee, tea and cocoa",Hot chocolate drink
1104,28-02-2021,97.3,"Coffee, tea and cocoa",Hot chocolate drink
1105,07-03-2021,97.3,"Coffee, tea and cocoa",Hot chocolate drink
1106,14-03-2021,98.6,"Coffee, tea and cocoa",Hot chocolate drink
1107,07-06-2020,100,"Coffee, tea and cocoa",Tea
1108,14-06-2020,100.4,"Coffee, tea and cocoa",Tea
1109,21-06-2020,99.8,"Coffee, tea and cocoa",Tea
1110,28-06-2020,99.5,"Coffee, tea and cocoa",Tea
1111,05-07-2020,98.2,"Coffee, tea and cocoa",Tea
1112,12-07-2020,97.5,"Coffee, tea and cocoa",Tea
1113,19-07-2020,97.3,"Coffee, tea and cocoa",Tea
1114,26-07-2020,96.2,"Coffee, tea and cocoa",Tea
1115,02-08-2020,96.7,"Coffee, tea and cocoa",Tea
1116,09-08-2020,97.6,"Coffee, tea and cocoa",Tea
1117,16-08-2020,98.2,"Coffee, tea and cocoa",Tea
1118,23-08-2020,98.1,"Coffee, tea and cocoa",Tea
1119,30-08-2020,97,"Coffee, tea and cocoa",Tea
1120,06-09-2020,96.3,"Coffee, tea and cocoa",Tea
1121,13-09-2020,95.2,"Coffee, tea and cocoa",Tea
1122,20-09-2020,95.7,"Coffee, tea and cocoa",Tea
1123,27-09-2020,95.5,"Coffee, tea and cocoa",Tea
1124,04-10-2020,96.2,"Coffee, tea and cocoa",Tea
1125,11-10-2020,96.7,"Coffee, tea and cocoa",Tea
1126,18-10-2020,97,"Coffee, tea and cocoa",Tea
1127,25-10-2020,96.7,"Coffee, tea and cocoa",Tea
1128,01-11-2020,96.8,"Coffee, tea and cocoa",Tea
1129,08-11-2020,96.2,"Coffee, tea and cocoa",Tea
1130,15-11-2020,95.9,"Coffee, tea and cocoa",Tea
1131,22-11-2020,96.6,"Coffee, tea and cocoa",Tea
1132,29-11-2020,96.4,"Coffee, tea and cocoa",Tea
1133,06-12-2020,97,"Coffee, tea and cocoa",Tea
1134,13-12-2020,97.6,"Coffee, tea and cocoa",Tea
1135,20-12-2020,97.5,"Coffee, tea and cocoa",Tea
1136,27-12-2020,97.2,"Coffee, tea and cocoa",Tea
1137,03-01-2021,97.1,"Coffee, tea and cocoa",Tea
1138,10-01-2021,97.2,"Coffee, tea and cocoa",Tea
1139,17-01-2021,97,"Coffee, tea and cocoa",Tea
1140,24-01-2021,96.6,"Coffee, tea and cocoa",Tea
1141,31-01-2021,97.7,"Coffee, tea and cocoa",Tea
1142,07-02-2021,97.8,"Coffee, tea and cocoa",Tea
1143,14-02-2021,97.9,"Coffee, tea and cocoa",Tea
1144,21-02-2021,98.8,"Coffee, tea and cocoa",Tea
1145,28-02-2021,98.8,"Coffee, tea and cocoa",Tea
1146,07-03-2021,98.3,"Coffee, tea and cocoa",Tea
1147,14-03-2021,98.5,"Coffee, tea and cocoa",Tea
1148,07-06-2020,100,Fish,Aggregated
1149,14-06-2020,99.8,Fish,Aggregated
1150,21-06-2020,99.4,Fish,Aggregated
1151,28-06-2020,99.5,Fish,Aggregated
1152,05-07-2020,99.7,Fish,Aggregated
1153,12-07-2020,99.8,Fish,Aggregated
1154,19-07-2020,99.6,Fish,Aggregated
1155,26-07-2020,99.2,Fish,Aggregated
1156,02-08-2020,98.9,Fish,Aggregated
1157,09-08-2020,98.8,Fish,Aggregated
1158,16-08-2020,99.4,Fish,Aggregated
1159,23-08-2020,99.5,Fish,Aggregated
1160,30-08-2020,98.7,Fish,Aggregated
1161,06-09-2020,98.2,Fish,Aggregated
1162,13-09-2020,98.1,Fish,Aggregated
1163,20-09-2020,98.9,Fish,Aggregated
1164,27-09-2020,99.3,Fish,Aggregated
1165,04-10-2020,99,Fish,Aggregated
1166,11-10-2020,98.3,Fish,Aggregated
1167,18-10-2020,98.3,Fish,Aggregated
1168,25-10-2020,98.3,Fish,Aggregated
1169,01-11-2020,98.5,Fish,Aggregated
1170,08-11-2020,98.5,Fish,Aggregated
1171,15-11-2020,98.6,Fish,Aggregated
1172,22-11-2020,98.1,Fish,Aggregated
1173,29-11-2020,97.9,Fish,Aggregated
1174,06-12-2020,97.5,Fish,Aggregated
1175,13-12-2020,98,Fish,Aggregated
1176,20-12-2020,98.2,Fish,Aggregated
1177,27-12-2020,98.2,Fish,Aggregated
1178,03-01-2021,98,Fish,Aggregated
1179,10-01-2021,98,Fish,Aggregated
1180,17-01-2021,97.9,Fish,Aggregated
1181,24-01-2021,98.1,Fish,Aggregated
1182,31-01-2021,97.5,Fish,Aggregated
1183,07-02-2021,97.3,Fish,Aggregated
1184,14-02-2021,98.1,Fish,Aggregated
1185,21-02-2021,98.9,Fish,Aggregated
1186,28-02-2021,99.1,Fish,Aggregated
1187,07-03-2021,99,Fish,Aggregated
1188,14-03-2021,98.9,Fish,Aggregated
1189,07-06-2020,100,Fish,Battered fish
1190,14-06-2020,98.8,Fish,Battered fish
1191,21-06-2020,98.6,Fish,Battered fish
1192,28-06-2020,100.6,Fish,Battered fish
1193,05-07-2020,101.4,Fish,Battered fish
1194,12-07-2020,99.7,Fish,Battered fish
1195,19-07-2020,98.4,Fish,Battered fish
1196,26-07-2020,97.2,Fish,Battered fish
1197,02-08-2020,99.4,Fish,Battered fish
1198,09-08-2020,99.5,Fish,Battered fish
1199,16-08-2020,101.1,Fish,Battered fish
1200,23-08-2020,100.6,Fish,Battered fish
1201,30-08-2020,97.3,Fish,Battered fish
1202,06-09-2020,97.1,Fish,Battered fish
1203,13-09-2020,97,Fish,Battered fish
1204,20-09-2020,99.8,Fish,Battered fish
1205,27-09-2020,99.9,Fish,Battered fish
1206,04-10-2020,99.1,Fish,Battered fish
1207,11-10-2020,98.2,Fish,Battered fish
1208,18-10-2020,97.8,Fish,Battered fish
1209,25-10-2020,98.1,Fish,Battered fish
1210,01-11-2020,99.6,Fish,Battered fish
1211,08-11-2020,99.6,Fish,Battered fish
1212,15-11-2020,99.7,Fish,Battered fish
1213,22-11-2020,97.5,Fish,Battered fish
1214,29-11-2020,96.9,Fish,Battered fish
1215,06-12-2020,97.2,Fish,Battered fish
1216,13-12-2020,99.9,Fish,Battered fish
1217,20-12-2020,100.3,Fish,Battered fish
1218,27-12-2020,100.3,Fish,Battered fish
1219,03-01-2021,100,Fish,Battered fish
1220,10-01-2021,99.6,Fish,Battered fish
1221,17-01-2021,99.7,Fish,Battered fish
1222,24-01-2021,100.9,Fish,Battered fish
1223,31-01-2021,101.9,Fish,Battered fish
1224,07-02-2021,101.7,Fish,Battered fish
1225,14-02-2021,98.9,Fish,Battered fish
1226,21-02-2021,97.7,Fish,Battered fish
1227,28-02-2021,97.8,Fish,Battered fish
1228,07-03-2021,98.4,Fish,Battered fish
1229,14-03-2021,99.4,Fish,Battered fish
1230,07-06-2020,100,Fish,Canned tuna
1231,14-06-2020,99.7,Fish,Canned tuna
1232,21-06-2020,98.3,Fish,Canned tuna
1233,28-06-2020,98.2,Fish,Canned tuna
1234,05-07-2020,97.6,Fish,Canned tuna
1235,12-07-2020,98.7,Fish,Canned tuna
1236,19-07-2020,99.2,Fish,Canned tuna
1237,26-07-2020,99.2,Fish,Canned tuna
1238,02-08-2020,97.5,Fish,Canned tuna
1239,09-08-2020,96.8,Fish,Canned tuna
1240,16-08-2020,98.6,Fish,Canned tuna
1241,23-08-2020,98.9,Fish,Canned tuna
1242,30-08-2020,97.7,Fish,Canned tuna
1243,06-09-2020,96.7,Fish,Canned tuna
1244,13-09-2020,95.8,Fish,Canned tuna
1245,20-09-2020,96.6,Fish,Canned tuna
1246,27-09-2020,97.3,Fish,Canned tuna
1247,04-10-2020,98,Fish,Canned tuna
1248,11-10-2020,96.1,Fish,Canned tuna
1249,18-10-2020,95.9,Fish,Canned tuna
1250,25-10-2020,95.5,Fish,Canned tuna
1251,01-11-2020,96.3,Fish,Canned tuna
1252,08-11-2020,96,Fish,Canned tuna
1253,15-11-2020,96.3,Fish,Canned tuna
1254,22-11-2020,95.2,Fish,Canned tuna
1255,29-11-2020,93.9,Fish,Canned tuna
1256,06-12-2020,93.2,Fish,Canned tuna
1257,13-12-2020,95,Fish,Canned tuna
1258,20-12-2020,95.5,Fish,Canned tuna
1259,27-12-2020,95.4,Fish,Canned tuna
1260,03-01-2021,95.6,Fish,Canned tuna
1261,10-01-2021,95.7,Fish,Canned tuna
1262,17-01-2021,95.2,Fish,Canned tuna
1263,24-01-2021,94.8,Fish,Canned tuna
1264,31-01-2021,92.6,Fish,Canned tuna
1265,07-02-2021,92.3,Fish,Canned tuna
1266,14-02-2021,93.7,Fish,Canned tuna
1267,21-02-2021,95.6,Fish,Canned tuna
1268,28-02-2021,96.1,Fish,Canned tuna
1269,07-03-2021,96.2,Fish,Canned tuna
1270,14-03-2021,96.2,Fish,Canned tuna
1271,07-06-2020,100,Fish,Fish fingers
1272,14-06-2020,100,Fish,Fish fingers
1273,21-06-2020,100.3,Fish,Fish fingers
1274,28-06-2020,100.3,Fish,Fish fingers
1275,05-07-2020,100.3,Fish,Fish fingers
1276,12-07-2020,99.7,Fish,Fish fingers
1277,19-07-2020,98.9,Fish,Fish fingers
1278,26-07-2020,98,Fish,Fish fingers
1279,02-08-2020,97.9,Fish,Fish fingers
1280,09-08-2020,98,Fish,Fish fingers
1281,16-08-2020,98.2,Fish,Fish fingers
1282,23-08-2020,98.1,Fish,Fish fingers
1283,30-08-2020,97.7,Fish,Fish fingers
1284,06-09-2020,96.8,Fish,Fish fingers
1285,13-09-2020,97,Fish,Fish fingers
1286,20-09-2020,98.5,Fish,Fish fingers
1287,27-09-2020,99.1,Fish,Fish fingers
1288,04-10-2020,97.5,Fish,Fish fingers
1289,11-10-2020,96.6,Fish,Fish fingers
1290,18-10-2020,97.4,Fish,Fish fingers
1291,25-10-2020,97.5,Fish,Fish fingers
1292,01-11-2020,97.8,Fish,Fish fingers
1293,08-11-2020,96.9,Fish,Fish fingers
1294,15-11-2020,96.2,Fish,Fish fingers
1295,22-11-2020,96.6,Fish,Fish fingers
1296,29-11-2020,97.2,Fish,Fish fingers
1297,06-12-2020,97.5,Fish,Fish fingers
1298,13-12-2020,97,Fish,Fish fingers
1299,20-12-2020,97.4,Fish,Fish fingers
1300,27-12-2020,97.2,Fish,Fish fingers
1301,03-01-2021,97.3,Fish,Fish fingers
1302,10-01-2021,97.1,Fish,Fish fingers
1303,17-01-2021,97.1,Fish,Fish fingers
1304,24-01-2021,97.4,Fish,Fish fingers
1305,31-01-2021,97.2,Fish,Fish fingers
1306,07-02-2021,96.8,Fish,Fish fingers
1307,14-02-2021,99.2,Fish,Fish fingers
1308,21-02-2021,100.6,Fish,Fish fingers
1309,28-02-2021,100.6,Fish,Fish fingers
1310,07-03-2021,100.4,Fish,Fish fingers
1311,14-03-2021,100.2,Fish,Fish fingers
1312,07-06-2020,100,Fish,Fresh fish
1313,14-06-2020,99.8,Fish,Fresh fish
1314,21-06-2020,99.6,Fish,Fresh fish
1315,28-06-2020,99.5,Fish,Fresh fish
1316,05-07-2020,100.2,Fish,Fresh fish
1317,12-07-2020,100.2,Fish,Fresh fish
1318,19-07-2020,100.2,Fish,Fresh fish
1319,26-07-2020,99.8,Fish,Fresh fish
1320,02-08-2020,99.7,Fish,Fresh fish
1321,09-08-2020,99.5,Fish,Fresh fish
1322,16-08-2020,99.7,Fish,Fresh fish
1323,23-08-2020,99.9,Fish,Fresh fish
1324,30-08-2020,99.6,Fish,Fresh fish
1325,06-09-2020,99.7,Fish,Fresh fish
1326,13-09-2020,100,Fish,Fresh fish
1327,20-09-2020,99.9,Fish,Fresh fish
1328,27-09-2020,100.3,Fish,Fresh fish
1329,04-10-2020,100.1,Fish,Fresh fish
1330,11-10-2020,100.2,Fish,Fresh fish
1331,18-10-2020,100,Fish,Fresh fish
1332,25-10-2020,100.1,Fish,Fresh fish
1333,01-11-2020,99.9,Fish,Fresh fish
1334,08-11-2020,100.4,Fish,Fresh fish
1335,15-11-2020,100.6,Fish,Fresh fish
1336,22-11-2020,100.7,Fish,Fresh fish
1337,29-11-2020,100.6,Fish,Fresh fish
1338,06-12-2020,100.4,Fish,Fresh fish
1339,13-12-2020,100.5,Fish,Fresh fish
1340,20-12-2020,100.5,Fish,Fresh fish
1341,27-12-2020,100.6,Fish,Fresh fish
1342,03-01-2021,99.9,Fish,Fresh fish
1343,10-01-2021,99.8,Fish,Fresh fish
1344,17-01-2021,99.7,Fish,Fresh fish
1345,24-01-2021,99.9,Fish,Fresh fish
1346,31-01-2021,99.6,Fish,Fresh fish
1347,07-02-2021,99.6,Fish,Fresh fish
1348,14-02-2021,99.9,Fish,Fresh fish
1349,21-02-2021,100,Fish,Fresh fish
1350,28-02-2021,100.1,Fish,Fresh fish
1351,07-03-2021,99.5,Fish,Fresh fish
1352,14-03-2021,99.6,Fish,Fresh fish
1353,07-06-2020,100,Fish,Frozen prawns
1354,14-06-2020,99.9,Fish,Frozen prawns
1355,21-06-2020,99.8,Fish,Frozen prawns
1356,28-06-2020,100,Fish,Frozen prawns
1357,05-07-2020,100.7,Fish,Frozen prawns
1358,12-07-2020,100.6,Fish,Frozen prawns
1359,19-07-2020,100.5,Fish,Frozen prawns
1360,26-07-2020,100.4,Fish,Frozen prawns
1361,02-08-2020,100.7,Fish,Frozen prawns
1362,09-08-2020,100.7,Fish,Frozen prawns
1363,16-08-2020,100.6,Fish,Frozen prawns
1364,23-08-2020,100.6,Fish,Frozen prawns
1365,30-08-2020,100.1,Fish,Frozen prawns
1366,06-09-2020,99.9,Fish,Frozen prawns
1367,13-09-2020,99.9,Fish,Frozen prawns
1368,20-09-2020,100.5,Fish,Frozen prawns
1369,27-09-2020,100.5,Fish,Frozen prawns
1370,04-10-2020,100.4,Fish,Frozen prawns
1371,11-10-2020,100.6,Fish,Frozen prawns
1372,18-10-2020,100.5,Fish,Frozen prawns
1373,25-10-2020,100.3,Fish,Frozen prawns
1374,01-11-2020,100.2,Fish,Frozen prawns
1375,08-11-2020,100.7,Fish,Frozen prawns
1376,15-11-2020,100.9,Fish,Frozen prawns
1377,22-11-2020,100.5,Fish,Frozen prawns
1378,29-11-2020,100.5,Fish,Frozen prawns
1379,06-12-2020,99.6,Fish,Frozen prawns
1380,13-12-2020,99.3,Fish,Frozen prawns
1381,20-12-2020,99.1,Fish,Frozen prawns
1382,27-12-2020,99.2,Fish,Frozen prawns
1383,03-01-2021,98.9,Fish,Frozen prawns
1384,10-01-2021,99.2,Fish,Frozen prawns
1385,17-01-2021,99.7,Fish,Frozen prawns
1386,24-01-2021,99.7,Fish,Frozen prawns
1387,31-01-2021,99.9,Fish,Frozen prawns
1388,07-02-2021,99.8,Fish,Frozen prawns
1389,14-02-2021,99.9,Fish,Frozen prawns
1390,21-02-2021,100.4,Fish,Frozen prawns
1391,28-02-2021,100.5,Fish,Frozen prawns
1392,07-03-2021,100.4,Fish,Frozen prawns
1393,14-03-2021,99.9,Fish,Frozen prawns
1394,07-06-2020,100,Food products (not elsewhere covered),Aggregated
1395,14-06-2020,99.9,Food products (not elsewhere covered),Aggregated
1396,21-06-2020,99.9,Food products (not elsewhere covered),Aggregated
1397,28-06-2020,100.1,Food products (not elsewhere covered),Aggregated
1398,05-07-2020,99.5,Food products (not elsewhere covered),Aggregated
1399,12-07-2020,99.2,Food products (not elsewhere covered),Aggregated
1400,19-07-2020,98.9,Food products (not elsewhere covered),Aggregated
1401,26-07-2020,98.9,Food products (not elsewhere covered),Aggregated
1402,02-08-2020,99.4,Food products (not elsewhere covered),Aggregated
1403,09-08-2020,99.8,Food products (not elsewhere covered),Aggregated
1404,16-08-2020,99.5,Food products (not elsewhere covered),Aggregated
1405,23-08-2020,99.5,Food products (not elsewhere covered),Aggregated
1406,30-08-2020,98.6,Food products (not elsewhere covered),Aggregated
1407,06-09-2020,98.1,Food products (not elsewhere covered),Aggregated
1408,13-09-2020,97.8,Food products (not elsewhere covered),Aggregated
1409,20-09-2020,97.2,Food products (not elsewhere covered),Aggregated
1410,27-09-2020,98.3,Food products (not elsewhere covered),Aggregated
1411,04-10-2020,98.8,Food products (not elsewhere covered),Aggregated
1412,11-10-2020,98.8,Food products (not elsewhere covered),Aggregated
1413,18-10-2020,98.6,Food products (not elsewhere covered),Aggregated
1414,25-10-2020,98.6,Food products (not elsewhere covered),Aggregated
1415,01-11-2020,98.1,Food products (not elsewhere covered),Aggregated
1416,08-11-2020,97.4,Food products (not elsewhere covered),Aggregated
1417,15-11-2020,97.3,Food products (not elsewhere covered),Aggregated
1418,22-11-2020,98.2,Food products (not elsewhere covered),Aggregated
1419,29-11-2020,98.5,Food products (not elsewhere covered),Aggregated
1420,06-12-2020,98.9,Food products (not elsewhere covered),Aggregated
1421,13-12-2020,98.8,Food products (not elsewhere covered),Aggregated
1422,20-12-2020,99,Food products (not elsewhere covered),Aggregated
1423,27-12-2020,98.8,Food products (not elsewhere covered),Aggregated
1424,03-01-2021,98.5,Food products (not elsewhere covered),Aggregated
1425,10-01-2021,97.9,Food products (not elsewhere covered),Aggregated
1426,17-01-2021,97.8,Food products (not elsewhere covered),Aggregated
1427,24-01-2021,97.7,Food products (not elsewhere covered),Aggregated
1428,31-01-2021,97.3,Food products (not elsewhere covered),Aggregated
1429,07-02-2021,97,Food products (not elsewhere covered),Aggregated
1430,14-02-2021,96.7,Food products (not elsewhere covered),Aggregated
1431,21-02-2021,97.3,Food products (not elsewhere covered),Aggregated
1432,28-02-2021,98,Food products (not elsewhere covered),Aggregated
1433,07-03-2021,98.5,Food products (not elsewhere covered),Aggregated
1434,14-03-2021,98.6,Food products (not elsewhere covered),Aggregated
1435,07-06-2020,100,Food products (not elsewhere covered),Cook-in sauce
1436,14-06-2020,99.4,Food products (not elsewhere covered),Cook-in sauce
1437,21-06-2020,99.8,Food products (not elsewhere covered),Cook-in sauce
1438,28-06-2020,99.6,Food products (not elsewhere covered),Cook-in sauce
1439,05-07-2020,99.8,Food products (not elsewhere covered),Cook-in sauce
1440,12-07-2020,99.1,Food products (not elsewhere covered),Cook-in sauce
1441,19-07-2020,98.7,Food products (not elsewhere covered),Cook-in sauce
1442,26-07-2020,98.9,Food products (not elsewhere covered),Cook-in sauce
1443,02-08-2020,98.6,Food products (not elsewhere covered),Cook-in sauce
1444,09-08-2020,98.8,Food products (not elsewhere covered),Cook-in sauce
1445,16-08-2020,97.3,Food products (not elsewhere covered),Cook-in sauce
1446,23-08-2020,97.4,Food products (not elsewhere covered),Cook-in sauce
1447,30-08-2020,96.2,Food products (not elsewhere covered),Cook-in sauce
1448,06-09-2020,95.6,Food products (not elsewhere covered),Cook-in sauce
1449,13-09-2020,94.6,Food products (not elsewhere covered),Cook-in sauce
1450,20-09-2020,94.2,Food products (not elsewhere covered),Cook-in sauce
1451,27-09-2020,95.4,Food products (not elsewhere covered),Cook-in sauce
1452,04-10-2020,96.6,Food products (not elsewhere covered),Cook-in sauce
1453,11-10-2020,95.7,Food products (not elsewhere covered),Cook-in sauce
1454,18-10-2020,95.6,Food products (not elsewhere covered),Cook-in sauce
1455,25-10-2020,95.4,Food products (not elsewhere covered),Cook-in sauce
1456,01-11-2020,96.6,Food products (not elsewhere covered),Cook-in sauce
1457,08-11-2020,97.3,Food products (not elsewhere covered),Cook-in sauce
1458,15-11-2020,97.8,Food products (not elsewhere covered),Cook-in sauce
1459,22-11-2020,98.9,Food products (not elsewhere covered),Cook-in sauce
1460,29-11-2020,100.1,Food products (not elsewhere covered),Cook-in sauce
1461,06-12-2020,99.2,Food products (not elsewhere covered),Cook-in sauce
1462,13-12-2020,98.6,Food products (not elsewhere covered),Cook-in sauce
1463,20-12-2020,98.7,Food products (not elsewhere covered),Cook-in sauce
1464,27-12-2020,98.2,Food products (not elsewhere covered),Cook-in sauce
1465,03-01-2021,97.4,Food products (not elsewhere covered),Cook-in sauce
1466,10-01-2021,96.9,Food products (not elsewhere covered),Cook-in sauce
1467,17-01-2021,96.7,Food products (not elsewhere covered),Cook-in sauce
1468,24-01-2021,96.8,Food products (not elsewhere covered),Cook-in sauce
1469,31-01-2021,95.8,Food products (not elsewhere covered),Cook-in sauce
1470,07-02-2021,95.5,Food products (not elsewhere covered),Cook-in sauce
1471,14-02-2021,94.6,Food products (not elsewhere covered),Cook-in sauce
1472,21-02-2021,96.1,Food products (not elsewhere covered),Cook-in sauce
1473,28-02-2021,98.3,Food products (not elsewhere covered),Cook-in sauce
1474,07-03-2021,99.4,Food products (not elsewhere covered),Cook-in sauce
1475,14-03-2021,99.4,Food products (not elsewhere covered),Cook-in sauce
1476,07-06-2020,100,Food products (not elsewhere covered),Mayonnaise
1477,14-06-2020,100,Food products (not elsewhere covered),Mayonnaise
1478,21-06-2020,99.6,Food products (not elsewhere covered),Mayonnaise
1479,28-06-2020,100.2,Food products (not elsewhere covered),Mayonnaise
1480,05-07-2020,100.1,Food products (not elsewhere covered),Mayonnaise
1481,12-07-2020,100.3,Food products (not elsewhere covered),Mayonnaise
1482,19-07-2020,100.2,Food products (not elsewhere covered),Mayonnaise
1483,26-07-2020,100,Food products (not elsewhere covered),Mayonnaise
1484,02-08-2020,100.9,Food products (not elsewhere covered),Mayonnaise
1485,09-08-2020,101.4,Food products (not elsewhere covered),Mayonnaise
1486,16-08-2020,101.2,Food products (not elsewhere covered),Mayonnaise
1487,23-08-2020,100.7,Food products (not elsewhere covered),Mayonnaise
1488,30-08-2020,99.3,Food products (not elsewhere covered),Mayonnaise
1489,06-09-2020,98.7,Food products (not elsewhere covered),Mayonnaise
1490,13-09-2020,98.4,Food products (not elsewhere covered),Mayonnaise
1491,20-09-2020,98.5,Food products (not elsewhere covered),Mayonnaise
1492,27-09-2020,100.1,Food products (not elsewhere covered),Mayonnaise
1493,04-10-2020,101.1,Food products (not elsewhere covered),Mayonnaise
1494,11-10-2020,100.6,Food products (not elsewhere covered),Mayonnaise
1495,18-10-2020,99.4,Food products (not elsewhere covered),Mayonnaise
1496,25-10-2020,99.5,Food products (not elsewhere covered),Mayonnaise
1497,01-11-2020,97.6,Food products (not elsewhere covered),Mayonnaise
1498,08-11-2020,96.5,Food products (not elsewhere covered),Mayonnaise
1499,15-11-2020,96.2,Food products (not elsewhere covered),Mayonnaise
1500,22-11-2020,97.7,Food products (not elsewhere covered),Mayonnaise
1501,29-11-2020,98.1,Food products (not elsewhere covered),Mayonnaise
1502,06-12-2020,98.1,Food products (not elsewhere covered),Mayonnaise
1503,13-12-2020,96.3,Food products (not elsewhere covered),Mayonnaise
1504,20-12-2020,96.1,Food products (not elsewhere covered),Mayonnaise
1505,27-12-2020,96,Food products (not elsewhere covered),Mayonnaise
1506,03-01-2021,96.5,Food products (not elsewhere covered),Mayonnaise
1507,10-01-2021,96.4,Food products (not elsewhere covered),Mayonnaise
1508,17-01-2021,96.4,Food products (not elsewhere covered),Mayonnaise
1509,24-01-2021,96.5,Food products (not elsewhere covered),Mayonnaise
1510,31-01-2021,96.8,Food products (not elsewhere covered),Mayonnaise
1511,07-02-2021,96.6,Food products (not elsewhere covered),Mayonnaise
1512,14-02-2021,96,Food products (not elsewhere covered),Mayonnaise
1513,21-02-2021,97.3,Food products (not elsewhere covered),Mayonnaise
1514,28-02-2021,97.4,Food products (not elsewhere covered),Mayonnaise
1515,07-03-2021,97.6,Food products (not elsewhere covered),Mayonnaise
1516,14-03-2021,97.4,Food products (not elsewhere covered),Mayonnaise
1517,07-06-2020,100,Food products (not elsewhere covered),Protein powder
1518,14-06-2020,99.9,Food products (not elsewhere covered),Protein powder
1519,21-06-2020,101.7,Food products (not elsewhere covered),Protein powder
1520,28-06-2020,103,Food products (not elsewhere covered),Protein powder
1521,05-07-2020,101.3,Food products (not elsewhere covered),Protein powder
